company_names,cars_names,car_types,engines,fuel_types_cleaned,cc_battery_capacity,horsepower,total_speed,performance_0_100_km/h,seats,torque,cars_prices_cad,cars_prices_usd
GMC,Sierra HD Denali Reserve,sedan,6.6L V8 engine,gas,6600 cc,401.0,170.0,7.5,5.0,629.0,114750.0,85000.0
GMC,Acadia Denali Ultimate,suv,3.6L V6 engine,gas,3564 cc,310.0,210.0,6.5,7.0,366.0,81000.0,60000.0
GMC,Terrain All-Terrain Edition,sedan,1.5L Turbocharged I4 engine,gas,1490 cc,170.0,200.0,9.3,5.0,275.0,47250.0,35000.0
GMC,Yukon Trailering Edition,others,5.3L V8 engine,gas,5327 cc,355.0,210.0,7.5,8.0,519.0,105300.0,78000.0
Kia,Rio,sedan,1.6L 4-Cylinder,gas,1591 cc,120.0,180.0,10.3,5.0,151.0,22950.0,17000.0
Kia,Rio 5-Door,sedan,1.6L 4-Cylinder,gas,1591 cc,120.0,180.0,10.3,5.0,151.0,24300.0,18000.0
Kia,Seltos Nightfall Edition,sedan,1.6L Turbocharged 4-Cylinder,gas,1591 cc,175.0,210.0,7.5,5.0,264.0,37800.0,28000.0
Peugeot,508 PSE (Peugeot Sport Engineered),sedan,Hybrid I4 + Electric Motor,hybrid,1599 cc (petrol) + Electric Motor,360.0,250.0,5.2,5.0,520.0,74250.0,55000.0
Kia,Sorento X-Line,suv,2.5L Turbocharged 4-Cylinder,gas,2500 cc,277.0,220.0,7.0,7.0,421.0,56700.0,42000.0
Kia,Telluride SX,suv,3.8L V6,gas,3778 cc,291.0,240.0,7.0,7.0,355.0,67500.0,50000.0
Kia,Forte LXS,sedan,2.0L 4-Cylinder,gas,1999 cc,147.0,190.0,9.2,5.0,179.0,25650.0,19000.0
Kia,K5 EX,sedan,1.6L Turbocharged 4-Cylinder,gas,1591 cc,180.0,220.0,7.8,5.0,264.0,38475.0,28500.0
Kia,Niro Plug-In Hybrid,sedan,1.6L 4-Cylinder Hybrid,hybrid,1591 cc,139.0,180.0,10.5,5.0,265.0,44550.0,33000.0
Kia,EV6 Wind,sedan,Electric Motor,electric,77.4 kWh,225.0,190.0,5.2,5.0,350.0,67500.0,50000.0
Kia,Soul Turbo,sedan,1.6L Turbocharged 4-Cylinder,gas,1591 cc,201.0,200.0,6.5,5.0,264.0,37800.0,28000.0
Kia,Seltos SX,sedan,1.6L Turbocharged 4-Cylinder,gas,1591 cc,175.0,210.0,7.5,5.0,264.0,38475.0,28500.0
Kia,Stinger Scorpion Edition,sedan,2.5L Turbocharged 4-Cylinder,gas,2500 cc,300.0,270.0,5.0,5.0,422.0,74250.0,55000.0
Kia,Sorento Hybrid SX Prestige,suv,1.6L Hybrid Turbocharged 4-Cylinder,hybrid,1591 cc,227.0,200.0,7.9,7.0,352.0,63450.0,47000.0
Kia,Carnival EX,others,3.5L V6,gas,3500 cc,290.0,220.0,8.0,8.0,355.0,57375.0,42500.0
Kia,Telluride Nightfall Edition,suv,3.8L V6,gas,3778 cc,291.0,240.0,7.0,7.0,355.0,68850.0,51000.0
Peugeot,508 Plug-In Hybrid,sedan,Hybrid I4 + Electric Motor,hybrid,1598 cc (petrol) + Electric Motor,225.0,210.0,7.5,5.0,360.0,59400.0,44000.0
Kia,EV6 First Edition,sedan,Electric Motor,electric,77.4 kWh,320.0,230.0,5.0,5.0,450.0,78300.0,58000.0
Kia,Niro Touring,sedan,1.6L 4-Cylinder Hybrid,hybrid,1591 cc,139.0,180.0,10.5,5.0,265.0,44550.0,33000.0
Kia,Forte GT-Line,sedan,1.6L Turbocharged 4-Cylinder,gas,1591 cc,201.0,200.0,6.5,5.0,264.0,33750.0,25000.0
Kia,Seltos EX,sedan,2.0L 4-Cylinder,gas,1999 cc,146.0,190.0,9.0,5.0,179.0,31725.0,23500.0
Peugeot,3008 Plug-In Hybrid,sedan,Hybrid I4 + Electric Motor,hybrid,1598 cc (petrol) + Electric Motor,225.0,210.0,7.0,5.0,360.0,56700.0,42000.0
Kia,Sorento LX,suv,2.5L 4-Cylinder,gas,2500 cc,191.0,210.0,8.5,7.0,246.0,47925.0,35500.0
Kia,Telluride EX,suv,3.8L V6,gas,3778 cc,291.0,240.0,7.0,7.0,355.0,59400.0,44000.0
Kia,Soul EX,sedan,2.0L 4-Cylinder,gas,1999 cc,147.0,190.0,9.5,5.0,179.0,29700.0,22000.0
Kia,Forte FE,sedan,2.0L 4-Cylinder,gas,1999 cc,147.0,190.0,9.2,5.0,179.0,24975.0,18500.0
Kia,K5 GT-Line,sedan,1.6L Turbocharged 4-Cylinder,gas,1591 cc,180.0,220.0,7.8,5.0,264.0,39150.0,29000.0
Kia,Carnival LXS,others,3.5L V6,gas,3500 cc,290.0,220.0,8.0,8.0,355.0,53325.0,39500.0
Kia,EV6 Light,sedan,Electric Motor,electric,77.4 kWh,225.0,190.0,5.2,5.0,350.0,62100.0,46000.0
Kia,Niro EX,sedan,1.6L 4-Cylinder Hybrid,hybrid,1591 cc,139.0,180.0,10.5,5.0,265.0,40500.0,30000.0
Kia,Stinger GT,sedan,3.3L Turbocharged V6,gas,3300 cc,365.0,270.0,4.7,5.0,510.0,69525.0,51500.0
Kia,Sorento SX Prestige,suv,2.5L Hybrid Turbocharged 4-Cylinder,hybrid,1591 cc,227.0,200.0,7.9,7.0,352.0,64800.0,48000.0
Kia,Telluride SX Prestige,suv,3.8L V6,gas,3778 cc,291.0,240.0,7.0,7.0,355.0,70200.0,52000.0
Peugeot,508 Hybrid4,sedan,Hybrid I4 + Electric Motor,hybrid,1598 cc (petrol) + Electric Motor,300.0,235.0,6.0,5.0,520.0,63450.0,47000.0
Kia,EV6 GT Performance,sports,Electric Motor,electric,77.4 kWh,577.0,260.0,3.5,5.0,740.0,87750.0,65000.0
Kia,Niro SX Touring,sedan,1.6L 4-Cylinder Hybrid,hybrid,1591 cc,139.0,180.0,10.5,5.0,265.0,46575.0,34500.0
Kia,Carnival SX Prestige,others,3.5L V6,gas,3500 cc,290.0,220.0,8.0,8.0,355.0,63450.0,47000.0
Kia,Seltos SX Turbo,sedan,1.6L Turbocharged 4-Cylinder,gas,1591 cc,175.0,210.0,7.5,5.0,264.0,43200.0,32000.0
Kia,Forte EX Premium,sedan,2.0L 4-Cylinder,gas,1999 cc,147.0,190.0,9.2,5.0,179.0,30375.0,22500.0
Kia,Soul EX Designer Edition,sedan,2.0L 4-Cylinder,gas,1999 cc,147.0,190.0,9.5,5.0,179.0,31725.0,23500.0
Kia,Rio S,sedan,1.6L 4-Cylinder,gas,1591 cc,120.0,180.0,10.3,5.0,151.0,23625.0,17500.0
Kia,Rio 5-Door S,sedan,1.6L 4-Cylinder,gas,1591 cc,120.0,180.0,10.3,5.0,151.0,24300.0,18000.0
Kia,Soul S,sedan,2.0L 4-Cylinder,gas,1999 cc,147.0,190.0,9.5,5.0,179.0,27675.0,20500.0
Kia,Seltos LX,sedan,2.0L 4-Cylinder,gas,1999 cc,146.0,190.0,9.2,5.0,179.0,31050.0,23000.0
Peugeot,3008 Hybrid4,sedan,Hybrid I4+ Electric Motor,hybrid,1599 cc (Petrol) + Electric Motor,300.0,235.0,6.0,5.0,520.0,60750.0,45000.0
Kia,Sorento Hybrid EX,suv,1.6L Hybrid Turbocharged 4-Cylinder,hybrid,1591 cc,227.0,200.0,7.9,7.0,352.0,63450.0,47000.0
Kia,Telluride LX,suv,3.8L V6,gas,3778 cc,291.0,240.0,7.0,7.0,355.0,56025.0,41500.0
Kia,Carnival MPV EX,others,3.5L V6,gas,3500 cc,290.0,220.0,8.0,8.0,355.0,58725.0,43500.0
Kia,EV6 AWD GT-Line,sedan,Electric Motor,electric,77.4 kWh,320.0,230.0,5.0,5.0,450.0,81000.0,60000.0
Kia,Forte GT Turbo,sedan,1.6L Turbocharged 4-Cylinder,gas,1591 cc,201.0,200.0,6.5,5.0,264.0,34425.0,25500.0
Kia,Soul GT Designer Edition,sedan,2.0L 4-Cylinder,gas,1999 cc,147.0,190.0,9.5,5.0,179.0,31050.0,23000.0
Kia,Seltos X-Line Turbo,sedan,1.6L Turbocharged 4-Cylinder,gas,1591 cc,175.0,210.0,7.5,5.0,264.0,40500.0,30000.0
Peugeot,e-2008 GT,sedan,Electric Motor,electric,50 kWh,136.0,200.0,8.5,5.0,260.0,54000.0,40000.0
Kia,Telluride Limited Edition,suv,3.8L V6,gas,3778 cc,291.0,240.0,7.0,7.0,355.0,71550.0,53000.0
Kia,Stinger GT-Line,sedan,2.5L Turbocharged 4-Cylinder,gas,2500 cc,300.0,270.0,5.0,5.0,422.0,67500.0,50000.0
Kia,Carnival Special Edition,others,3.5L V6,gas,3500 cc,290.0,220.0,8.0,8.0,355.0,61425.0,45500.0
Kia,Niro SX Hybrid,sedan,1.6L Hybrid Turbocharged 4-Cylinder,hybrid,1591 cc,139.0,180.0,10.5,5.0,265.0,48600.0,36000.0
Kia,EV6 First Edition AWD,sedan,Electric Motor,electric,77.4 kWh,320.0,230.0,5.0,5.0,450.0,83700.0,62000.0
Kia,Sorento X-Pro Hybrid,suv,1.6L Hybrid Turbocharged 4-Cylinder,hybrid,1591 cc,227.0,200.0,7.8,7.0,352.0,66150.0,49000.0
Kia,Forte Limited Edition,sedan,2.0L 4-Cylinder,gas,1999 cc,147.0,190.0,9.2,5.0,179.0,30375.0,22500.0
Bugatti,Chiron,sports,8.0L Quad-Turbo W16,gas,7993 cc,1500.0,420.0,2.5,2.0,1600.0,4050000.0,3000000.0
Bugatti,Chiron Pur Sport,sports,8.0L Quad-Turbo W16,gas,7993 cc,1500.0,350.0,2.3,2.0,1600.0,4455000.0,3300000.0
Bugatti,Chiron Super Sport,sports,8.0L Quad-Turbo W16,gas,7993 cc,1600.0,490.0,2.4,2.0,1600.0,4725000.0,3500000.0
Bugatti,Chiron Sport,sports,8.0L Quad-Turbo W16,gas,7993 cc,1500.0,420.0,2.4,2.0,1600.0,4455000.0,3300000.0
Bugatti,Chiron Noire,sports,8.0L Quad-Turbo W16,gas,7993 cc,1500.0,420.0,2.5,2.0,1600.0,4455000.0,3300000.0
Bugatti,Divo,sports,8.0L Quad-Turbo W16,gas,7993 cc,1500.0,380.0,2.4,2.0,1600.0,7830000.0,5800000.0
Bugatti,Centodieci,sports,8.0L Quad-Turbo W16,gas,7993 cc,1600.0,380.0,2.4,2.0,1600.0,12150000.0,9000000.0
Bugatti,La Voiture Noire,sports,8.0L Quad-Turbo W16,gas,7993 cc,1500.0,420.0,2.5,2.0,1600.0,24300000.0,18000000.0
Bugatti,Bolide,sports,8.0L Quad-Turbo W16,gas,7993 cc,1850.0,500.0,2.2,2.0,1600.0,6075000.0,4500000.0
Bugatti,Mistral,sports,8.0L Quad-Turbo W16,gas,7993 cc,1600.0,420.0,2.4,2.0,1600.0,6750000.0,5000000.0
Volvo,Volvo FH,sports,13.0L I6 Turbo Diesel,gas,13000 cc,540.0,120.0,15.0,2.0,2600.0,162000.0,120000.0
Volvo,Volvo FH16,sports,16.1L I6 Turbo Diesel,gas,16100 cc,750.0,120.0,14.5,2.0,3500.0,216000.0,160000.0
Volvo,Volvo FM,sports,12.8L I6 Turbo Diesel,gas,12800 cc,460.0,110.0,16.0,2.0,2200.0,135000.0,100000.0
Volvo,Volvo FMX,sports,13.0L I6 Turbo Diesel,gas,13000 cc,500.0,110.0,16.5,2.0,2500.0,148500.0,110000.0
Volvo,Volvo VNL,sports,12.8L I6 Turbo Diesel,gas,12800 cc,500.0,120.0,15.0,2.0,2400.0,168750.0,125000.0
Volvo,Volvo VNR,sports,12.8L I6 Turbo Diesel,gas,12800 cc,400.0,110.0,17.0,2.0,1800.0,128250.0,95000.0
Volvo,Volvo VHD,sports,12.8L I6 Turbo Diesel,gas,12800 cc,500.0,100.0,18.0,2.0,2500.0,162000.0,120000.0
Volvo,Volvo FE,coupe,7.7L I6 Turbo Diesel,gas,7700 cc,280.0,90.0,20.0,2.0,1200.0,114750.0,85000.0
Volvo,Volvo FL,sedan,5.1L I4 Turbo Diesel,gas,5100 cc,180.0,80.0,22.0,2.0,800.0,101250.0,75000.0
Jaguar Land Rover,Jaguar F-Type,sports,V6 / V8 Petrol,gas,2995 cc (V6),335.0,260.0,5.1,2.0,450.0,94500.0,70000.0
Jaguar Land Rover,Jaguar XE,sedan,I4 Petrol,gas,1999 cc (I4),250.0,250.0,6.5,5.0,365.0,60750.0,45000.0
Jaguar Land Rover,Jaguar XF,sedan,I4 Petrol,gas,1999 cc (I4),250.0,250.0,6.5,5.0,365.0,67500.0,50000.0
Jaguar Land Rover,Jaguar XJ,sedan,V6 Petrol,gas,2995 cc (V6),300.0,250.0,6.0,5.0,400.0,114750.0,85000.0
Jaguar Land Rover,Jaguar E-PACE,sedan,I4 Petrol,gas,1999 cc (I4),200.0,230.0,7.0,5.0,430.0,67500.0,50000.0
Jaguar Land Rover,Jaguar I-PACE,sedan,Electric (Dual Motor),electric,90 kWh (Battery),400.0,200.0,4.8,5.0,696.0,94500.0,70000.0
Jaguar Land Rover,Jaguar X-TYPE,sedan,I4 Petrol,gas,1998 cc (I4),160.0,215.0,9.0,5.0,215.0,54000.0,40000.0
Jaguar Land Rover,Jaguar F-PACE R-Dynamic,sedan,I4 Petrol / V6 Petrol,gas,1999 cc (I4) / 2995 cc (V6),340.0,250.0,5.4,5.0,480.0,87750.0,65000.0
Jaguar Land Rover,Jaguar XE R-Dynamic,sedan,I4 Petrol,gas,1999 cc (I4),340.0,250.0,5.4,5.0,450.0,81000.0,60000.0
Jaguar Land Rover,Jaguar F-Type SVR,sports,V8 Petrol,gas,5000 cc (V8),575.0,320.0,3.7,2.0,700.0,162000.0,120000.0
Jaguar Land Rover,Jaguar I-PACE Electric Performance,sedan,Electric (Dual Motor),electric,90 kWh (Battery),400.0,200.0,4.5,5.0,696.0,114750.0,85000.0
Jaguar Land Rover,Jaguar F-PACE SVR,sports,V8 Petrol,gas,5000 cc (V8),550.0,283.0,4.0,5.0,700.0,114750.0,85000.0
Jaguar Land Rover,Jaguar XE S,sedan,I4 Petrol,gas,1999 cc (I4),340.0,250.0,5.3,5.0,450.0,74250.0,55000.0
Jaguar Land Rover,Jaguar XF R-Dynamic,sedan,I4 Petrol / V6 Petrol,gas,1999 cc (I4) / 2995 cc (V6),340.0,250.0,5.4,5.0,480.0,87750.0,65000.0
Jaguar Land Rover,Jaguar XJ LWB (Long Wheelbase),sedan,V6 Petrol,gas,2995 cc (V6),300.0,250.0,6.0,5.0,400.0,121500.0,90000.0
Jaguar Land Rover,Jaguar F-Type Heritage Edition,sports,V8 Petrol,gas,5000 cc (V8),550.0,300.0,3.9,2.0,680.0,148500.0,110000.0
Jaguar Land Rover,Jaguar E-PACE S,sedan,I4 Petrol,gas,1999 cc (I4),200.0,230.0,7.0,5.0,430.0,67500.0,50000.0
Jaguar Land Rover,Jaguar I-PACE HSE,sedan,Electric (Dual Motor),electric,90 kWh (Battery),400.0,200.0,4.5,5.0,696.0,121500.0,90000.0
Jaguar Land Rover,Jaguar F-Type V8 R,sports,V8 Petrol,gas,5000 cc (V8),550.0,300.0,3.9,2.0,680.0,135000.0,100000.0
Jaguar Land Rover,Jaguar F-Type R-Dynamic,sports,I4 Petrol / V6 Petrol,gas,1999 cc (I4) / 2995 cc (V6),300.0,250.0,5.1,2.0,400.0,94500.0,70000.0
Jaguar Land Rover,Jaguar XE P300 R-Dynamic,sedan,I4 Petrol,gas,1999 cc (I4),300.0,250.0,5.5,5.0,400.0,74250.0,55000.0
Jaguar Land Rover,Jaguar XF Sportbrake,sedan,I4 Petrol / V6 Petrol,gas,1999 cc (I4) / 2995 cc (V6),250.0,250.0,6.5,5.0,400.0,81000.0,60000.0
Jaguar Land Rover,Jaguar I-PACE EV400 HSE,sedan,Electric (Dual Motor),electric,90 kWh (Battery),400.0,200.0,4.5,5.0,696.0,114750.0,85000.0
Jaguar Land Rover,Jaguar F-PACE S 30t AWD,sedan,I4 Petrol,gas,1999 cc (I4),247.0,225.0,6.4,5.0,365.0,81000.0,60000.0
Jaguar Land Rover,Jaguar E-PACE R-Dynamic,sedan,I4 Petrol,gas,1999 cc (I4),246.0,230.0,6.8,5.0,430.0,74250.0,55000.0
Jaguar Land Rover,Jaguar XJ50,sedan,V6 Petrol,gas,2995 cc (V6),300.0,250.0,6.0,5.0,400.0,108000.0,80000.0
Jaguar Land Rover,Jaguar F-Type 75th Anniversary Edition,sports,V8 Petrol,gas,5000 cc (V8),550.0,300.0,3.9,2.0,680.0,135000.0,100000.0
Jaguar Land Rover,Jaguar F-PACE S AWD,sedan,I4 Petrol / V6 Petrol,gas,1999 cc (I4) / 2995 cc (V6),340.0,250.0,5.4,5.0,480.0,87750.0,65000.0
Jaguar Land Rover,Jaguar XE SE,sedan,I4 Petrol,gas,1999 cc (I4),250.0,240.0,6.2,5.0,365.0,67500.0,50000.0
Jaguar Land Rover,Jaguar F-Type V6 S Convertible,sports,V6 Petrol,gas,2995 cc (V6),380.0,280.0,4.8,2.0,460.0,108000.0,80000.0
Jaguar Land Rover,Jaguar XE R-Sport AWD,sedan,I4 Petrol / V6 Petrol,gas,1999 cc (I4) / 2995 cc (V6),300.0,250.0,5.5,5.0,400.0,74250.0,55000.0
Jaguar Land Rover,Jaguar XF Portfolio AWD,sedan,I4 Petrol / V6 Petrol,gas,1999 cc (I4) / 2995 cc (V6),340.0,250.0,5.4,5.0,450.0,81000.0,60000.0
Jaguar Land Rover,Jaguar F-Type Coupe R,sports,V8 Petrol,gas,5000 cc (V8),550.0,300.0,3.9,2.0,680.0,135000.0,100000.0
Jaguar Land Rover,Jaguar I-PACE First Edition,sedan,Electric (Dual Motor),electric,90 kWh (Battery),400.0,200.0,4.5,5.0,696.0,114750.0,85000.0
Jaguar Land Rover,Jaguar F-PACE Prestige AWD,sedan,I4 Petrol / V6 Petrol,gas,1999 cc (I4) / 2995 cc (V6),340.0,250.0,5.4,5.0,480.0,87750.0,65000.0
Jaguar Land Rover,Jaguar XJ Supercharged,sedan,V8 Petrol,gas,5000 cc (V8),510.0,280.0,4.2,5.0,625.0,121500.0,90000.0
Jaguar Land Rover,Jaguar F-Type P450 AWD,sports,V8 Petrol,gas,5000 cc (V8),450.0,290.0,4.0,2.0,600.0,121500.0,90000.0
Jaguar Land Rover,Jaguar F-PACE P400e Plug-in Hybrid,sedan,I4 Petrol + Electric Motor,hybrid,1999 cc (I4) + Electric,398.0,220.0,5.1,5.0,640.0,101250.0,75000.0
Jaguar Land Rover,Jaguar F-Type P300 Coupe,sports,I4 Petrol,gas,1999 cc (I4),300.0,250.0,5.5,2.0,400.0,81000.0,60000.0
Acura,NSX Type S,sports,Twin-Turbo V6 Hybrid,hybrid,3493 cc (V6),600.0,307.0,2.9,2.0,666.0,211950.0,157000.0
Acura,TLX PMC Edition,sedan,V6,gas,3500 cc (V6),290.0,250.0,5.7,5.0,362.0,83700.0,62000.0
Acura,MDX Advance,suv,V6,gas,3500 cc (V6),290.0,190.0,6.0,7.0,362.0,81000.0,60000.0
Acura,RDX Technology,sedan,I4 Turbocharged,gas,1500 cc (I4),272.0,210.0,6.6,5.0,400.0,60750.0,45000.0
Acura,ILX Premium,sedan,I4,gas,2400 cc (I4),201.0,200.0,6.6,5.0,180.0,40500.0,30000.0
Acura,TLX A-Spec,sedan,V6,gas,3500 cc (V6),290.0,250.0,5.7,5.0,362.0,67500.0,50000.0
Acura,RDX SH-AWD,sedan,I4 Turbocharged,gas,1500 cc (I4),272.0,210.0,6.6,5.0,400.0,67500.0,50000.0
Acura,MDX SH-AWD,suv,V6,gas,3500 cc (V6),290.0,190.0,6.0,7.0,362.0,74250.0,55000.0
Acura,RDX Platinum Elite,sedan,I4 Turbocharged,gas,1500 cc (I4),272.0,210.0,6.6,5.0,400.0,74250.0,55000.0
Acura,TLX A-Spec Sedan,sedan,V6,gas,3500 cc (V6),290.0,250.0,5.7,5.0,362.0,67500.0,50000.0
Acura,TLX 2.4L,sedan,Inline-4,gas,2400 cc,206.0,210.0,6.0,5.0,247.0,47250.0,35000.0
Acura,MDX Hybrid,suv,V6 Hybrid,hybrid,3500 cc,321.0,190.0,6.0,7.0,335.0,74250.0,55000.0
Acura,RDX Hybrid,sedan,Inline-4 Hybrid,hybrid,1500 cc,247.0,210.0,6.6,5.0,400.0,67500.0,50000.0
Acura,ILX Technology Package,sedan,Inline-4,gas,2400 cc,201.0,200.0,6.6,5.0,180.0,40500.0,30000.0
Acura,NSX GT3 (Track Version),sports,Twin-Turbo V6 Hybrid,hybrid,3493 cc,500.0,300.0,3.0,2.0,600.0,202500.0,150000.0
Acura,RDX Turbo AWD,sedan,Inline-4 Turbocharged,gas,1500 cc,272.0,210.0,6.6,5.0,400.0,60750.0,45000.0
Acura,TLX 3.5L V6,sedan,V6,gas,3500 cc,290.0,250.0,5.7,5.0,362.0,67500.0,50000.0
Acura,ILX Special Edition,sedan,Inline-4,gas,2400 cc,201.0,200.0,6.6,5.0,180.0,40500.0,30000.0
Acura,MDX SH-AWD w/Technology Package,suv,V6,gas,3500 cc,290.0,190.0,6.0,7.0,362.0,74250.0,55000.0
Acura,NSX 3.5L Hybrid Coupe,sports,Twin-Turbo V6 Hybrid,hybrid,3493 cc,537.0,307.0,2.9,2.0,666.0,211950.0,157000.0
Acura,MDX Elite,suv,V6,gas,3500 cc,290.0,190.0,6.0,7.0,362.0,78300.0,58000.0
Acura,TLX V6 Advance,sedan,V6,gas,3500 cc,290.0,250.0,5.7,5.0,362.0,62100.0,46000.0
Acura,NSX Carbon Edition,sports,Twin-Turbo V6 Hybrid,hybrid,3493 cc,537.0,307.0,2.9,2.0,666.0,211950.0,157000.0
Acura,RDX Turbo SH-AWD,sedan,Turbocharged I4,gas,1500 cc,272.0,210.0,6.6,5.0,400.0,56700.0,42000.0
Acura,ILX Technology Plus,sedan,Inline-4,gas,2400 cc,201.0,200.0,6.6,5.0,180.0,37800.0,28000.0
Acura,TLX Type S PMC Edition,sedan,Turbocharged V6,gas,3000 cc,355.0,250.0,5.1,5.0,480.0,72900.0,54000.0
Acura,MDX Sport Hybrid,suv,V6 Hybrid,hybrid,3500 cc,321.0,190.0,6.0,7.0,335.0,70200.0,52000.0
Peugeot,208,others,Inline-4,gas,1199 cc,82.0,180.0,10.5,5.0,160.0,29700.0,22000.0
Peugeot,2008,sedan,Inline-4,gas,1199 cc,100.0,190.0,9.0,5.0,205.0,33750.0,25000.0
Peugeot,301,sedan,Inline-4,gas,1598 cc,115.0,185.0,10.0,5.0,150.0,31725.0,23500.0
Peugeot,308,sedan,Inline-4,gas,1598 cc,130.0,200.0,8.0,5.0,230.0,37800.0,28000.0
Peugeot,3008,sedan,Inline-4,gas,1598 cc,180.0,210.0,7.5,5.0,400.0,43200.0,32000.0
Peugeot,5008,suv,Inline-4,gas,1998 cc,165.0,200.0,9.5,7.0,400.0,47250.0,35000.0
Peugeot,508,sedan,Inline-4,gas,1998 cc,180.0,235.0,8.0,5.0,300.0,47925.0,35500.0
Peugeot,Partner,others,Diesel I4,gas,1560 cc,75.0,160.0,12.0,5.0,200.0,30375.0,22500.0
Peugeot,Expert,sedan,Diesel I4,gas,1997 cc,120.0,180.0,10.0,3.0,300.0,40500.0,30000.0
Peugeot,Boxer,sedan,Diesel I4,gas,2200 cc,140.0,160.0,11.0,3.0,340.0,43200.0,32000.0
Peugeot,e-208,sedan,Electric Motor,electric,50 kWh,136.0,150.0,8.1,5.0,260.0,47250.0,35000.0
Peugeot,e-2008,sedan,Electric Motor,electric,50 kWh,136.0,150.0,8.5,5.0,260.0,51300.0,38000.0
Peugeot,208 GTI,sedan,Inline-4,gas,1598 cc,208.0,230.0,6.5,5.0,300.0,37800.0,28000.0
Peugeot,308 GTI,sedan,Inline-4,gas,1598 cc,270.0,250.0,6.0,5.0,330.0,47250.0,35000.0
Peugeot,508 PSE (Peugeot Sport Engineered),sedan,Hybrid I4,hybrid,1598 cc (petrol) + Electric Motor,360.0,250.0,5.2,5.0,520.0,74250.0,55000.0
Peugeot,308 Allure,sedan,Inline-4,gas,1199 cc,130.0,205.0,9.3,5.0,230.0,33750.0,25000.0
Peugeot,2008 Allure,sedan,Inline-4,gas,1199 cc,130.0,200.0,9.7,5.0,230.0,36450.0,27000.0
Peugeot,3008 Allure,sedan,Inline-4,gas,1499 cc,180.0,210.0,8.0,5.0,250.0,40500.0,30000.0
Peugeot,5008 Allure,suv,Inline-4,gas,1499 cc,180.0,200.0,8.5,7.0,250.0,44550.0,33000.0
Peugeot,508 Allure,sedan,Inline-4,gas,1499 cc,180.0,225.0,8.0,5.0,250.0,47250.0,35000.0
Peugeot,3008 GT,sedan,Inline-4,gas,1598 cc,200.0,220.0,7.5,5.0,280.0,47250.0,35000.0
Peugeot,508 GT,sedan,Inline-4,gas,1598 cc,225.0,235.0,6.8,5.0,300.0,54000.0,40000.0
Peugeot,3008 GT Hybrid,sedan,Hybrid I4,hybrid,1598 cc (petrol) + Electric Motor,300.0,235.0,6.0,5.0,400.0,60750.0,45000.0
Peugeot,5008 GT Hybrid,suv,Hybrid I4,hybrid,1598 cc (petrol) + Electric Motor,300.0,210.0,6.5,7.0,400.0,64800.0,48000.0
Peugeot,208 Allure Premium,sedan,Inline-4,gas,1199 cc,130.0,200.0,9.5,5.0,230.0,37800.0,28000.0
Peugeot,Partner Tepee,sedan,Inline-4,gas,1560 cc,100.0,170.0,12.0,5.0,260.0,33750.0,25000.0
Peugeot,Expert L2H1,sedan,Inline-4,gas,1997 cc,120.0,160.0,13.0,3.0,320.0,40500.0,30000.0
Peugeot,Boxer L2H2,sedan,Inline-4,gas,2200 cc,130.0,140.0,14.0,3.0,350.0,47250.0,35000.0
Peugeot,Partner Electric,sedan,Electric Motor,electric,-,136.0,130.0,9.0,5.0,260.0,54000.0,40000.0
Peugeot,Expert Electric,sedan,Electric Motor,electric,-,136.0,130.0,9.5,5.0,260.0,60750.0,45000.0
Peugeot,208 PSE (Peugeot Sport Engineered),sedan,Hybrid I4,hybrid,1598 cc (petrol) + Electric Motor,225.0,250.0,5.5,5.0,360.0,60750.0,45000.0
Peugeot,308 PSE,sedan,Hybrid I4,hybrid,1598 cc (petrol) + Electric Motor,360.0,250.0,5.0,5.0,520.0,74250.0,55000.0
Peugeot,508 PSE,sedan,Hybrid I4,hybrid,1598 cc (petrol) + Electric Motor,360.0,250.0,5.2,5.0,520.0,81000.0,60000.0
Peugeot,3008 PSE,sedan,Hybrid I4,hybrid,1598 cc (petrol) + Electric Motor,300.0,235.0,6.0,5.0,400.0,67500.0,50000.0
Peugeot,2008 Active,sedan,Inline-4,gas,1199 cc,100.0,190.0,11.2,5.0,205.0,29700.0,22000.0
Peugeot,3008 Active,sedan,Inline-4,gas,1499 cc,130.0,200.0,10.0,5.0,240.0,40500.0,30000.0
Peugeot,5008 Active,suv,Inline-4,gas,1499 cc,130.0,190.0,10.5,7.0,240.0,44550.0,33000.0
Peugeot,3008 Allure Premium,sedan,Inline-4,gas,1499 cc,130.0,200.0,9.8,5.0,240.0,43200.0,32000.0
Peugeot,5008 Allure Premium,suv,Inline-4,gas,1499 cc,130.0,190.0,10.2,7.0,240.0,47250.0,35000.0
Peugeot,3008 GT Line,sedan,Inline-4,gas,1598 cc,180.0,210.0,8.5,5.0,250.0,47250.0,35000.0
Peugeot,5008 GT Line,suv,Inline-4,gas,1598 cc,180.0,200.0,9.0,7.0,250.0,51300.0,38000.0
Peugeot,2008 GT,sedan,Inline-4,gas,1199 cc,130.0,200.0,9.3,5.0,230.0,33750.0,25000.0
Peugeot,5008 GT,suv,Inline-4,gas,1598 cc,180.0,210.0,8.2,7.0,250.0,54000.0,40000.0
Peugeot,508 SW (Station Wagon),sedan,Inline-4,gas,1598 cc,180.0,220.0,8.4,5.0,300.0,47250.0,35000.0
